" TAXYEAR","TAXDISTRICT","TAXINGAUTHORITY"
"2025","9999","1331"
"2025","5535","0301"
"2025","5628","0204"
"2025","5614","0213"
"2025","6415","0205"
"2025","0675","0301"
"2025","3969","1050"
"2025","4693","1050"
"2025","6302","0301"
"2025","4719","0302"
"2025","5213","1200"
"2025","5951","0311"
"2025","0181","0301"
"2025","4045","0700"
"2025","4170","1050"
"2025","5653","0953"
"2025","6255","0306"
"2025","2778","0700"
"2025","4307","0700"
"2025","2133","0100"
"2025","5412","0406"
"2025","0812","0900"
"2025","5925","1050"
"2025","2649","0309"
"2025","6129","0311"
"2025","6226","0700"
"2025","6703","1200"
"2025","0738","0309"
"2025","4706","0620"
"2025","5933","0100"
"2025","6345","0205"
"2025","0023","0301"
"2025","0459","0700"
"2025","3853","1438"
"2025","4409","1050"
"2025","5011","0901"
"2025","2796","0100"
"2025","4240","0620"
"2025","3103","1200"
"2025","4819","0305"
"2025","0110","1050"
"2025","1469","1050"
"2025","6583","0512"
"2025","6395","1642"
"2025","2098","1050"
"2025","2563","0301"
"2025","4983","1050"
"2025","5438","0306"
"2025","6171","0100"
"2025","0599","0414"
"2025","5178","1495"
"2025","5681","0512"
"2025","0509","0510"
"2025","2335","0512"
"2025","3158","1200"
"2025","5846","0301"
"2025","5875","0962"
"2025","6455","0302"
"2025","2868","0529"
"2025","3852","1406"
"2025","2401","1051"
"2025","3175","1333"
"2025","5755","0510"
"2025","2157","0201"
"2025","5129","0406"
"2025","5155","0303"
"2025","3430","0620"
"2025","5275","0700"
"2025","5584","0402"
"2025","5651","0301"
"2025","8587","1202"
"2025","0649","0519"
"2025","4375","0507"
"2025","4565","0215"
"2025","5617","1587"
"2025","6981","1208"
"2025","6503","0213"
"2025","3393","1200"
"2025","6897","1837"
"2025","0918","1200"
"2025","3618","0513"
"2025","6387","0100"
"2025","3854","0518"
"2025","4591","0304"
"2025","6827","1050"
"2025","3537","0531"
"2025","6060","0301"
"2025","0576","1050"
"2025","3623","0305"
"2025","3909","0700"
"2025","0789","0309"
"2025","3189","1202"
"2025","3470","0301"
"2025","5544","1505"
"2025","5928","0420"
"2025","5188","0204"
"2025","6716","0213"
"2025","6996","1050"
"2025","5511","0503"
"2025","4110","0513"
"2025","6155","0100"
"2025","0049","0408"
"2025","2868","0302"
"2025","4001","1050"
"2025","6949","0100"
"2025","1346","0303"
"2025","5525","0972"
"2025","2145","0302"
"2025","6773","0301"
"2025","8595","1769"
"2025","4319","0309"
"2025","2361","0205"
"2025","2371","0301"
"2025","4337","0203"
"2025","4918","0213"
"2025","5019","0700"
"2025","5466","0406"
"2025","5722","0424"
"2025","6749","0301"
"2025","0520","0306"
"2025","1370","1050"
"2025","5452","0900"
"2025","2266","0516"
"2025","3336","0203"
"2025","0636","0206"
"2025","5759","1050"
"2025","5865","0301"
"2025","6181","1051"
"2025","0755","0309"
"2025","2575","1050"
"2025","3025","0313"
"2025","3834","0901"
"2025","5195","0922"
"2025","6430","1657"
"2025","4176","0528"
"2025","4953","0900"
"2025","6659","0100"
"2025","5749","0421"
"2025","6702","0100"
"2025","6842","1050"
"2025","4238","0301"
"2025","5319","0503"
"2025","5976","0700"
"2025","5397","0208"
"2025","0916","1200"
"2025","2754","0510"
"2025","3852","0518"
"2025","6744","0201"
"2025","9999","1653"
"2025","9999","1867"
"2025","0166","1200"
"2025","4367","0305"
"2025","4926","0521"
"2025","6072","0512"
"2025","6312","0507"
"2025","4426","0303"
"2025","6022","1050"
"2025","4283","0406"
"2025","4523","0204"
"2025","6757","0100"
"2025","0038","0301"
"2025","6094","0309"
"2025","6424","0518"
"2025","6922","1857"
"2025","5378","0301"
"2025","6268","1301"
"2025","6943","0204"
"2025","2273","0700"
"2025","6015","0301"
"2025","6662","0309"
"2025","4313","0302"
"2025","4765","0406"
"2025","5142","1336"
"2025","5381","1050"
"2025","3956","0100"
"2025","4836","0531"
"2025","0727","1050"
"2025","2462","1050"
"2025","5660","0311"
"2025","2842","0100"
"2025","4435","0301"
"2025","2182","1050"
"2025","4263","1366"
"2025","6021","1646"
"2025","2258","0100"
"2025","3706","1050"
"2025","3991","1200"
"2025","3999","0427"
"2025","5519","0301"
"2025","3726","0100"
"2025","4969","0100"
"2025","3171","0620"
"2025","4156","0213"
"2025","5654","0700"
"2025","0819","0208"
"2025","2118","0206"
"2025","3448","0100"
"2025","4806","0311"
"2025","4888","0516"
"2025","5390","1360"
"2025","1343","0213"
"2025","2084","0301"
"2025","5707","0301"
"2025","6321","0900"
"2025","3894","0700"
"2025","5843","0700"
"2025","5075","0301"
"2025","5283","0100"
"2025","2335","0620"
"2025","2754","0309"
"2025","2972","0414"
"2025","5394","1050"
"2025","4827","0507"
"2025","5596","0309"
"2025","3975","0303"
"2025","4562","0620"
"2025","4460","1050"
"2025","4615","0700"
"2025","6286","0100"
"2025","9999","1400"
"2025","9999","1783"
"2025","4156","0301"
"2025","4246","0208"
"2025","6676","0953"
"2025","6755","0414"
"2025","6937","0213"
"2025","0588","0205"
"2025","5679","0413"
"2025","5931","1459"
"2025","2757","0204"
"2025","2799","0203"
"2025","3403","0302"
"2025","3687","1050"
"2025","4785","0529"
"2025","5553","0100"
"2025","2483","0309"
"2025","5274","0521"
"2025","6822","1825"
"2025","2163","1200"
"2025","3738","0620"
"2025","4335","0313"
"2025","4339","0900"
"2025","5102","0301"
"2025","5633","0407"
"2025","5778","0100"
"2025","6302","0700"
"2025","0033","0301"
"2025","4834","1369"
"2025","5614","1586"
"2025","5727","0301"
"2025","5681","0620"
"2025","2071","1050"
"2025","3384","0700"
"2025","3564","0305"
"2025","5263","0303"
"2025","5522","0303"
"2025","6401","1660"
"2025","6587","1764"
"2025","3898","1050"
"2025","3927","1050"
"2025","4139","1470"
"2025","6176","0900"
"2025","0102","0309"
"2025","4063","0301"
"2025","4674","0309"
"2025","5676","0208"
"2025","0535","1050"
"2025","6810","1202"
"2025","6991","0518"
"2025","3430","1202"
"2025","4101","0100"
"2025","2689","0411"
"2025","3566","0404"
"2025","3966","0100"
"2025","6026","0204"
"2025","2252","1310"
"2025","2809","0513"
"2025","4447","1050"
"2025","5780","0301"
"2025","6289","0100"
"2025","9999","1728"
"2025","5035","0911"
"2025","6919","0301"
"2025","4163","1050"
"2025","4977","0304"
"2025","0531","0513"
"2025","3820","0205"
"2025","4989","0305"
"2025","6568","0100"
"2025","2502","0309"
"2025","3524","1204"
"2025","4082","0620"
"2025","4948","0404"
"2025","5683","0301"
"2025","2853","0700"
"2025","4384","0303"
"2025","0647","0302"
"2025","0834","0516"
"2025","3645","0506"
"2025","3840","1375"
"2025","4500","0529"
"2025","2193","0516"
"2025","6185","1050"
"2025","4148","1202"
"2025","5162","0302"
"2025","1365","0100"
"2025","2280","0100"
"2025","3714","1050"
"2025","2143","0302"
"2025","3058","0700"
"2025","4620","1309"
"2025","5407","0962"
"2025","6492","1583"
"2025","2208","0305"
"2025","3108","0302"
"2025","4376","0901"
"2025","5376","0512"
"2025","6664","1050"
"2025","2421","0700"
"2025","4488","0309"
"2025","5445","0305"
"2025","6248","1675"
"2025","6376","0203"
"2025","1359","0213"
"2025","1459","0507"
"2025","4811","1050"
"2025","5492","0301"
"2025","5765","1050"
"2025","6009","0302"
"2025","6153","1208"
"2025","2712","0700"
"2025","4800","1321"
"2025","5650","0100"
"2025","2275","0100"
"2025","5199","0301"
"2025","6662","0700"
"2025","3952","0204"
"2025","9999","1357"
"2025","3787","0100"
"2025","5220","0900"
"2025","3358","0213"
"2025","4066","0700"
"2025","0622","0100"
"2025","3347","0311"
"2025","3524","0301"
"2025","5206","0213"
"2025","6794","0700"
"2025","4588","0309"
"2025","4434","0301"
"2025","6773","0305"
"2025","4662","0901"
"2025","5629","0304"
"2025","2333","0620"
"2025","3304","0306"
"2025","6317","0522"
"2025","6378","1208"
"2025","6696","0301"
"2025","2685","0420"
"2025","5263","0512"
"2025","5311","1050"
"2025","0728","1050"
"2025","2190","1201"
"2025","4787","0700"
"2025","4239","0301"
"2025","5488","1202"
"2025","5861","0507"
"2025","2123","0511"
"2025","2601","0507"
"2025","4823","0213"
"2025","0690","0700"
"2025","3364","0311"
"2025","4618","1202"
"2025","0195","0700"
"2025","2236","0208"
"2025","4074","1204"
"2025","4181","0521"
"2025","6374","0302"
"2025","6425","0518"
"2025","6813","1206"
"2025","4338","0100"
"2025","5323","0100"
"2025","5758","1050"
"2025","5868","0620"
"2025","6070","0620"
"2025","6279","1202"
"2025","4247","0900"
"2025","6131","1616"
"2025","6391","0304"
"2025","4533","1428"
"2025","3166","0100"
"2025","4392","0700"
"2025","5302","1437"
"2025","3469","0213"
"2025","5130","0917"
"2025","3781","0100"
"2025","4162","0309"
"2025","4783","0528"
"2025","0108","0511"
"2025","3514","0406"
"2025","4025","0213"
"2025","5530","1472"
"2025","4496","0832"
"2025","4444","0512"
"2025","5199","0302"
"2025","5563","0301"
"2025","0649","1050"
"2025","2619","1050"
"2025","4570","0700"
"2025","4635","1050"
"2025","5557","0100"
"2025","4751","1408"
"2025","6521","0301"
"2025","2442","1208"
"2025","4235","1456"
"2025","4764","0507"
"2025","5138","0309"
"2025","2199","0301"
"2025","2340","1050"
"2025","2181","1050"
"2025","2200","0201"
"2025","2475","0518"
"2025","3303","0513"
"2025","3708","0503"
"2025","5676","1209"
"2025","3383","0212"
"2025","4346","0508"
"2025","4692","0512"
"2025","5766","0306"
"2025","6790","0700"
"2025","2055","0100"
"2025","3888","0202"
"2025","5668","0521"
"2025","3409","1200"
"2025","6004","0306"
"2025","3475","0302"
"2025","3825","0700"
"2025","9999","0519"
"2025","0652","1050"
"2025","0590","0301"
"2025","3736","0509"
"2025","5369","0100"
"2025","6149","0301"
"2025","6990","1201"
"2025","3001","0201"
"2025","1478","0213"
"2025","4153","1050"
"2025","5010","0204"
"2025","3607","0311"
"2025","5360","0516"
"2025","5681","0404"
"2025","2361","0301"
"2025","5616","1587"
"2025","5866","0620"
"2025","0439","0204"
"2025","2934","0512"
"2025","4522","0700"
"2025","4834","0406"
"2025","4162","0206"
"2025","8591","0309"
"2025","0520","0510"
"2025","0836","0208"
"2025","5424","0620"
"2025","5408","0900"
"2025","6904","1360"
"2025","0069","0305"
"2025","0504","0513"
"2025","3560","0700"
"2025","4492","0100"
"2025","6860","1826"
"2025","1009","1200"
"2025","3028","0511"
"2025","3949","1050"
"2025","6802","1202"
"2025","2607","1050"
"2025","6177","0700"
"2025","0671","0100"
"2025","2759","0301"
"2025","3910","1209"
"2025","4189","0421"
"2025","3138","0213"
"2025","4489","0700"
"2025","4874","0512"
"2025","5120","0304"
"2025","5225","0303"
"2025","3301","1200"
"2025","3615","0213"
"2025","3538","0208"
"2025","6101","0511"
"2025","2144","0301"
"2025","4108","0301"
"2025","4310","0302"
"2025","4505","0516"
"2025","5066","0403"
"2025","6686","1603"
"2025","6947","0203"
"2025","4131","0512"
"2025","5811","0700"
"2025","6531","0301"
"2025","2174","0534"
"2025","4490","0201"
"2025","6594","0700"
"2025","1347","0528"
"2025","4472","1310"
"2025","6552","0509"
"2025","2618","0301"
"2025","2993","0301"
"2025","3676","0503"
"2025","4029","0512"
"2025","4101","0302"
"2025","4801","0428"
"2025","5241","0100"
"2025","6871","0502"
"2025","0005","1050"
"2025","2768","0205"
"2025","2894","0301"
"2025","4857","1204"
"2025","6159","0100"
"2025","0600","0700"
"2025","4112","0421"
"2025","6731","0309"
"2025","0005","0534"
"2025","0533","1200"
"2025","2308","0100"
"2025","3631","0700"
"2025","4225","0900"
"2025","1103","0425"
"2025","4349","0700"
"2025","3100","1200"
"2025","4710","1484"
"2025","5633","1201"
"2025","6385","0620"
"2025","1458","0408"
"2025","4330","0513"
"2025","4832","0507"
"2025","4498","0203"
"2025","6133","1484"
"2025","2834","0529"
"2025","5346","1202"
"2025","5938","1050"
"2025","6644","0100"
"2025","9999","1326"
"2025","0687","0100"
"2025","2589","0208"
"2025","3301","0529"
"2025","3617","0213"
"2025","4272","1050"
"2025","5221","0100"
"2025","2688","0301"
"2025","3297","0205"
"2025","3625","0301"
"2025","3788","0301"
"2025","4741","0700"
"2025","6050","1460"
"2025","5226","0507"
"2025","5545","0100"
"2025","6321","1674"
"2025","2336","1050"
"2025","3551","0507"
"2025","6645","1050"
"2025","4285","0406"
"2025","2127","0305"
"2025","3261","0100"
"2025","4860","1201"
"2025","3646","0100"
"2025","4633","0700"
"2025","5321","1050"
"2025","5330","0100"
"2025","6903","0512"
"2025","3918","0100"
"2025","5583","0100"
"2025","2142","0213"
"2025","3411","0405"
"2025","6036","1050"
"2025","6063","1202"
"2025","5148","1050"
"2025","2089","0434"
"2025","3480","1200"
"2025","4000","0303"
"2025","6116","0408"
"2025","6808","1816"
"2025","2704","0213"
"2025","5133","0420"
"2025","0598","0301"
"2025","4052","0201"
"2025","5475","0620"
"2025","3416","0529"
"2025","4500","0305"
"2025","9999","1586"
"2025","4815","0620"
"2025","4391","0414"
"2025","6421","1442"
"2025","0140","0100"
"2025","2170","0700"
"2025","3114","0302"
"2025","5447","0952"
"2025","6934","0213"
"2025","0054","1823"
"2025","1466","0213"
"2025","4099","1200"
"2025","6586","0204"
"2025","4125","0506"
"2025","4186","0304"
"2025","6240","0301"
"2025","6192","1581"
"2025","6573","1755"
"2025","6720","0311"
"2025","3039","0700"
"2025","4959","0512"
"2025","5464","0507"
"2025","6321","0301"
"2025","0027","0301"
"2025","5046","0700"
"2025","2152","1312"
"2025","4045","1388"
"2025","5233","0900"
"2025","5821","0406"
"2025","6079","0507"
"2025","6696","0303"
"2025","0936","1050"
"2025","4391","0301"
"2025","5679","0309"
"2025","6597","0100"
"2025","6477","0408"
"2025","6663","1200"
"2025","6285","0512"
"2025","6851","0420"
"2025","2455","1050"
"2025","4381","0301"
"2025","5707","1200"
"2025","3941","1050"
"2025","3134","0507"
"2025","0125","0700"
"2025","3495","0203"
"2025","5201","0509"
"2025","5277","0213"
"2025","6203","0620"
"2025","2072","0520"
"2025","3174","0208"
"2025","3670","0519"
"2025","3841","0301"
"2025","5119","0521"
"2025","5988","0301"
"2025","6195","1667"
"2025","6225","0305"
"2025","6034","1050"
"2025","0070","1202"
"2025","2665","0305"
"2025","1467","1050"
"2025","4898","1456"
"2025","4144","0301"
"2025","6107","0700"
"2025","6089","1553"
"2025","6304","1694"
"2025","5754","0301"
"2025","6075","0900"
"2025","4253","0700"
"2025","5882","0100"
"2025","6067","0213"
"2025","3021","0313"
"2025","6048","0100"
"2025","2203","1050"
"2025","2326","0213"
"2025","2368","0303"
"2025","3395","0512"
"2025","5329","0213"
"2025","5657","0213"
"2025","2920","0301"
"2025","3794","0213"
"2025","4588","0513"
"2025","6268","0201"
"2025","6244","1360"
"2025","0879","0407"
"2025","0936","0700"
"2025","2899","0700"
"2025","3674","1050"
"2025","3663","0100"
"2025","4460","0531"
"2025","2563","0303"
"2025","3802","0407"
"2025","4060","0303"
"2025","4214","0100"
"2025","3417","0700"
"2025","4776","0305"
"2025","5727","0700"
"2025","6279","0301"
"2025","0512","0301"
"2025","4446","0620"
"2025","5722","0700"
"2025","0437","0301"
"2025","2833","0513"
"2025","3099","0301"
"2025","0461","0521"
"2025","4152","0302"
"2025","5455","0100"
"2025","6004","1050"
"2025","4956","0213"
"2025","4936","0620"
"2025","6107","0414"
"2025","6111","0972"
"2025","1007","1200"
"2025","4736","1366"
"2025","5573","0965"
"2025","6606","1050"
"2025","6883","0100"
"2025","0018","0208"
"2025","2998","0201"
"2025","6085","0100"
"2025","6800","1811"
"2025","2228","1201"
"2025","3573","1204"
"2025","3974","0700"
"2025","3394","0620"
"2025","3884","0505"
"2025","4884","0301"
"2025","5944","1375"
"2025","0076","0100"
"2025","3634","0204"
"2025","3700","0309"
"2025","5494","0213"
"2025","4600","0301"
"2025","5971","0309"
"2025","3287","0205"
"2025","4687","1204"
"2025","5273","0304"
"2025","5443","0507"
"2025","4384","0516"
"2025","5633","0208"
"2025","6221","0949"
"2025","6361","1208"
"2025","6608","1050"
"2025","2116","0411"
"2025","0083","0100"
"2025","2868","0700"
"2025","3072","0700"
"2025","4882","0213"
"2025","5675","0100"
"2025","5892","0302"
"2025","6517","0301"
"2025","6705","0301"
"2025","4504","1202"
"2025","5726","0301"
"2025","3297","0513"
"2025","4710","0312"
"2025","6668","0213"
"2025","0697","0302"
"2025","3142","0900"
"2025","4213","0201"
"2025","6233","0301"
"2025","6677","1050"
"2025","6830","0405"
"2025","2954","0900"
"2025","3421","0301"
"2025","4399","0700"
"2025","4253","0530"
"2025","6085","0512"
"2025","4062","0511"
"2025","5165","1050"
"2025","3065","0313"
"2025","6203","0100"
"2025","6800","0213"
"2025","3868","0505"
"2025","4835","0100"
"2025","6109","1050"
"2025","0053","1822"
"2025","5430","0306"
"2025","6586","1051"
"2025","9999","1624"
"2025","5104","1208"
"2025","5358","0911"
"2025","6457","1206"
"2025","0543","0700"
"2025","3023","0313"
"2025","5257","0406"
"2025","6646","0100"
"2025","6932","0213"
"2025","2582","1050"
"2025","4423","0507"
"2025","4626","0406"
"2025","4628","0507"
"2025","4062","0201"
"2025","5641","1592"
"2025","6394","1050"
"2025","2103","0309"
"2025","3273","1200"
"2025","6566","0404"
"2025","0316","1050"
"2025","3469","0507"
"2025","3833","0100"
"2025","5748","0205"
"2025","6727","0507"
"2025","6981","1050"
"2025","5465","0100"
"2025","0827","0700"
"2025","4104","0513"
"2025","6800","0100"
"2025","2526","0700"
"2025","2505","0301"
"2025","2900","0100"
"2025","4882","0507"
"2025","5137","0301"
"2025","5605","1580"
"2025","2854","0421"
"2025","3413","0301"
"2025","4183","0303"
"2025","5156","0100"
"2025","5478","0507"
"2025","6093","1050"
"2025","6175","0100"
"2025","0755","0304"
"2025","3694","1051"
"2025","5437","0620"
"2025","5867","0303"
"2025","6192","0304"
"2025","9999","0434"
"2025","6657","1706"
"2025","2837","0700"
"2025","6268","0511"
"2025","4074","0213"
"2025","3426","0100"
"2025","4828","1050"
"2025","5917","1050"
"2025","4164","0206"
"2025","4554","0301"
"2025","4999","1050"
"2025","5343","0213"
"2025","3042","0313"
"2025","4416","0700"
"2025","4976","0301"
"2025","2379","0901"
"2025","3695","0100"
"2025","4088","0100"
"2025","0415","0304"
"2025","2232","0506"
"2025","3725","1405"
"2025","5538","0301"
"2025","4367","0100"
"2025","5404","0100"
"2025","6760","0100"
"2025","3601","1050"
"2025","3181","0100"
"2025","4816","0900"
"2025","4508","0201"
"2025","9999","1403"
"2025","0906","0100"
"2025","2333","1202"
"2025","3151","0900"
"2025","4418","0100"
"2025","6650","1206"
"2025","3857","1408"
"2025","0711","0515"
"2025","5150","0100"
"2025","3250","0421"
"2025","5967","0100"
"2025","1288","0303"
"2025","6659","0301"
"2025","9999","1798"
"2025","6069","1347"
"2025","4580","0700"
"2025","4579","1432"
"2025","4127","0301"
"2025","6367","0415"
"2025","4916","1204"
"2025","5958","1050"
"2025","3284","0301"
"2025","3512","0100"
"2025","5672","0700"
"2025","9999","1584"
"2025","2308","0213"
"2025","3914","0433"
"2025","5877","0306"
"2025","6972","0100"
"2025","9999","1749"
"2025","2509","0208"
"2025","3513","1050"
"2025","4604","0700"
"2025","4223","0213"
"2025","5026","0516"
"2025","2431","0215"
"2025","2888","0100"
"2025","3079","0700"
"2025","5730","0100"
"2025","6712","0521"
"2025","0558","0521"
"2025","5285","0427"
"2025","5458","0301"
"2025","0692","0700"
"2025","1351","0301"
"2025","4297","1360"
"2025","4649","0512"
"2025","5140","0213"
"2025","6311","0213"
"2025","6646","0305"
"2025","4306","1202"
"2025","4979","0306"
"2025","5070","1051"
"2025","5477","0507"
"2025","6741","0311"
"2025","4362","0507"
"2025","6194","0428"
"2025","4878","0100"
"2025","6203","0213"
"2025","2123","1050"
"2025","4586","1361"
"2025","4733","0507"
"2025","5448","1050"
"2025","5639","0100"
"2025","2674","1202"
"2025","2730","1202"
"2025","4087","0100"
"2025","4699","0620"
"2025","5477","0213"
"2025","6931","0900"
"2025","2935","1050"
"2025","4367","0900"
"2025","5532","0972"
"2025","2931","0100"
"2025","5241","0301"
"2025","5846","1399"
"2025","6122","0303"
"2025","0120","0302"
"2025","2851","0513"
"2025","3983","0512"
"2025","6525","0100"
"2025","6539","1735"
"2025","4899","1050"
"2025","5959","0206"
"2025","4617","1050"
"2025","2199","0201"
"2025","3394","0100"
"2025","4311","0302"
"2025","6452","1729"
"2025","6920","0100"
"2025","2876","0511"
"2025","5053","0100"
"2025","5438","1050"
"2025","0688","0700"
"2025","1434","0305"
"2025","2163","0206"
"2025","5778","0309"
"2025","6080","0406"
"2025","2641","0700"
"2025","3232","1351"
"2025","4218","0301"
"2025","3086","0100"
"2025","4632","0900"
"2025","3934","0100"
"2025","5394","0407"
"2025","5724","1200"
"2025","0100","1050"
"2025","2885","1050"
"2025","6134","0213"
"2025","4489","0529"
"2025","4656","0700"
"2025","6354","0519"
"2025","2196","0301"
"2025","3854","1208"
"2025","4860","0302"
"2025","1351","0302"
"2025","4941","0100"
"2025","4849","0100"
"2025","5880","0900"
"2025","6670","0406"
"2025","6979","1050"
"2025","3471","0213"
"2025","3677","0507"
"2025","4751","0518"
"2025","5860","0620"
"2025","2858","1050"
"2025","5447","0100"
"2025","6336","0213"
"2025","6471","0305"
"2025","5807","0700"
"2025","5824","0301"
"2025","6356","1200"
"2025","0922","0501"
"2025","3890","0202"
"2025","5848","0306"
"2025","6329","0100"
"2025","1460","0213"
"2025","3565","1050"
"2025","3963","1349"
"2025","6942","1824"
"2025","5353","0301"
"2025","9999","1852"
"2025","3222","1050"
"2025","4918","1204"
"2025","6965","0512"
"2025","6384","1700"
"2025","6505","0420"
"2025","4737","1050"
"2025","5247","0301"
"2025","5832","0301"
"2025","4788","0405"
"2025","5380","0949"
"2025","5680","1360"
"2025","4689","0700"
"2025","6086","0100"
"2025","6425","1704"
"2025","0171","0301"
"2025","2698","0100"
"2025","6993","0403"
"2025","2312","1050"
"2025","3039","1050"
"2025","5162","0309"
"2025","5767","0700"
"2025","2063","0100"
"2025","2306","0512"
"2025","1360","0100"
"2025","3716","1200"
"2025","3303","0100"
"2025","0052","0507"
"2025","4297","0429"
"2025","4052","0100"
"2025","0182","0100"
"2025","4265","0515"
"2025","5714","0301"
"2025","5984","1634"
"2025","6182","0302"
"2025","6514","0510"
"2025","1390","0100"
"2025","3141","0305"
"2025","0754","0518"
"2025","3276","0511"
"2025","4376","0302"
"2025","4719","0309"
"2025","5845","0100"
"2025","4755","0100"
"2025","5987","1636"
"2025","4251","0100"
"2025","4804","0203"
"2025","4835","0301"
"2025","5466","0953"
"2025","6924","0100"
"2025","3803","0700"
"2025","4309","0205"
"2025","4904","0100"
"2025","5212","0303"
"2025","5387","1360"
"2025","5434","1437"
"2025","5629","0204"
"2025","0313","0700"
"2025","2911","0305"
"2025","6833","1202"
"2025","2344","0620"
"2025","4142","0402"
"2025","5189","1510"
"2025","4299","0213"
"2025","5783","0700"
"2025","5136","0203"
"2025","6561","1528"
"2025","6593","0521"
"2025","9681","0524"
"2025","4340","0314"
"2025","3035","0302"
"2025","5374","1360"
"2025","0516","0305"
"2025","3799","0213"
"2025","3918","0309"
"2025","0736","0304"
"2025","2330","0100"
"2025","3825","1206"
"2025","3916","0305"
"2025","5797","0700"
"2025","5979","1630"
"2025","0175","0700"
"2025","5831","0512"
"2025","3244","0201"
"2025","6635","0414"
"2025","3247","1362"
"2025","4867","0100"
"2025","5811","1050"
"2025","5828","1204"
"2025","2439","0511"
"2025","6414","1675"
"2025","6641","0620"
"2025","0703","0700"
"2025","0783","0305"
"2025","1321","0213"
"2025","4747","0100"
"2025","6641","0507"
"2025","3105","0700"
"2025","3257","0309"
"2025","4510","0302"
"2025","4772","0213"
"2025","5855","0512"
"2025","6134","0100"
"2025","3680","0531"
"2025","0553","0901"
"2025","3322","0306"
"2025","4395","1050"
"2025","5539","1206"
"2025","2188","0100"
"2025","5698","0406"
"2025","3050","0201"
"2025","5607","1050"
"2025","9640","0411"
"2025","4095","0205"
"2025","4874","0100"
"2025","6036","0900"
"2025","6621","0304"
"2025","0019","1638"
"2025","5808","0205"
"2025","3799","0100"
"2025","5837","1619"
"2025","5775","0301"
"2025","5907","0700"
"2025","6844","0301"
"2025","0421","0304"
"2025","2463","0207"
"2025","2717","0305"
"2025","3998","1050"
"2025","4436","1202"
"2025","5928","0502"
"2025","6610","1206"
"2025","6675","1202"
"2025","5106","1050"
"2025","6159","0213"
"2025","6693","0512"
"2025","6796","0512"
"2025","2787","0201"
"2025","3843","0205"
"2025","5829","0301"
"2025","6904","0100"
"2025","0906","0301"
"2025","2330","0213"
"2025","3252","0205"
"2025","5701","0311"
"2025","3896","0304"
"2025","5670","1200"
"2025","2052","0307"
"2025","2522","1209"
"2025","4081","0404"
"2025","4262","0515"
"2025","3301","0901"
"2025","5608","1583"
"2025","2755","0205"
"2025","4056","0305"
"2025","6698","0620"
"2025","2556","0100"
"2025","2478","0520"
"2025","4933","0420"
"2025","6661","1200"
"2025","1321","0100"
"2025","3733","0309"
"2025","4421","0406"
"2025","6629","0100"
"2025","4184","0100"
"2025","2306","0213"
"2025","2367","0100"
"2025","5400","0100"
"2025","5811","0510"
"2025","6064","0311"
"2025","5970","1200"
"2025","1362","0512"
"2025","4177","0301"
"2025","6891","1202"
"2025","2057","0217"
"2025","3103","0301"
"2025","0542","0306"
"2025","5275","1200"
"2025","5363","1050"
"2025","5592","0900"
"2025","6803","0213"
"2025","3650","0900"
"2025","4788","0511"
"2025","5892","0901"
"2025","4070","0312"
"2025","4251","0213"
"2025","5407","0303"
"2025","5881","0301"
"2025","6052","1458"
"2025","3181","0305"
"2025","3403","0529"
"2025","0754","0207"
"2025","5751","0901"
"2025","2461","0309"
"2025","4351","1050"
"2025","4947","0404"
"2025","6136","0301"
"2025","4429","1050"
"2025","6604","0507"
"2025","0732","0301"
"2025","1451","0213"
"2025","4389","0700"
"2025","5124","1204"
"2025","6877","1812"
"2025","9999","1327"
"2025","4412","1470"
"2025","4754","0213"
"2025","6386","0306"
"2025","0410","0100"
"2025","0619","0206"
"2025","3471","0100"
"2025","4269","1050"
"2025","0006","0405"
"2025","3018","0513"
"2025","4299","0100"
"2025","6451","0700"
"2025","2835","0529"
"2025","5782","0100"
"2025","1424","0900"
"2025","4232","1204"
"2025","5099","1537"
"2025","5936","0700"
"2025","4619","1050"
"2025","5629","1051"
"2025","4706","0512"
"2025","6696","0620"
"2025","4676","1324"
"2025","6299","1200"
"2025","2564","0302"
"2025","6532","0301"
"2025","1451","0100"
"2025","1479","0301"
"2025","2737","1050"
"2025","4190","0306"
"2025","4955","0512"
"2025","6014","0301"
"2025","5682","0301"
"2025","3106","0304"
"2025","4772","0620"
"2025","4269","0700"
"2025","5776","0309"
"2025","4214","1478"
"2025","5773","0421"
"2025","4936","1496"
"2025","6665","0407"
"2025","2275","1202"
"2025","2527","0306"
"2025","3912","0512"
"2025","4911","0894"
"2025","4996","0305"
"2025","3192","0408"
"2025","4229","0213"
"2025","5781","0421"
"2025","3153","0213"
"2025","6105","0213"
"2025","3623","0620"
"2025","4740","0515"
"2025","5460","0301"
"2025","3141","0512"
"2025","3477","0433"
"2025","4964","0311"
"2025","5185","1050"
"2025","5313","0302"
"2025","0559","0901"
"2025","4632","0100"
"2025","5875","1050"
"2025","3945","0531"
"2025","3638","0100"
"2025","4320","0534"
"2025","5113","0309"
"2025","6325","1200"
"2025","1665","0408"
"2025","2941","1204"
"2025","0645","0206"
"2025","2489","0302"
"2025","4565","0309"
"2025","4231","0100"
"2025","6132","1658"
"2025","6821","0512"
"2025","9999","1747"
"2025","4022","1050"
"2025","6873","0406"
"2025","2255","0100"
"2025","4205","1202"
"2025","5503","1395"
"2025","5720","0517"
"2025","4728","0513"
